transaction_id,user_id,amount,date_time,location,ip_address,device,transaction_type,frequency_last_24h,fraud
47,144,2724.19,2025-02-03 19:12:00,Constanta,37.186.176.212,laptop,online,0,1
129,117,533.56,2025-02-17 10:00:02,Berlin,35.147.24.240,computer,in-person,2,0
63,60,2530.32,2025-03-12 13:02:29,Tokyo,196.51.105.66,phone,online,3,0
737,54,2008.89,2024-11-24 00:00:41,Paris,254.63.20.115,laptop,online,1,0
597,234,1999.56,2025-01-07 18:13:03,Sydney,252.93.48.37,computer,in-person,2,0
201,184,1744.61,2025-04-01 02:57:34,Sydney,149.242.32.37,computer,in-person,1,0
467,211,2338.24,2025-04-11 16:31:08,Berlin,111.188.65.234,computer,online,1,1
216,206,462.03,2025-01-27 21:42:36,Tokyo,68.201.93.239,laptop,online,3,0
551,141,2632.82,2025-04-18 13:53:29,Craiova,39.31.82.68,phone,in-person,2,1
528,51,818.88,2025-04-25 18:31:53,Tokyo,101.221.120.32,computer,online,4,0
258,18,606.54,2025-04-06 10:46:15,Slatina,245.204.108.102,computer,in-person,0,0
633,203,2335.09,2024-12-20 11:48:04,Chicago,90.35.233.140,laptop,online,4,1
456,61,2503.55,2024-08-23 13:09:10,New York,12.247.43.240,phone,in-person,1,1
9,35,1971.37,2024-07-26 19:26:30,Chicago,88.130.160.84,phone,in-person,2,0
492,85,1198.78,2024-11-15 22:04:42,Tokyo,228.81.189.231,computer,in-person,2,0
634,53,2782.68,2025-03-02 14:44:04,Tokyo,79.165.161.227,laptop,online,2,1
997,15,899.21,2024-11-27 13:01:51,Bucharest,207.158.13.169,phone,online,2,0
224,247,1542.79,2024-07-25 05:07:33,Berlin,127.73.74.223,laptop,in-person,4,0
837,232,1683.01,2024-06-21 05:57:03,Craiova,76.95.183.145,phone,in-person,2,0
689,9,140.02,2024-06-17 17:55:05,Bucharest,55.231.126.177,laptop,online,1,0
786,22,2687.79,2025-05-06 20:59:07,Paris,211.71.167.94,phone,in-person,3,1
957,139,286.05,2024-10-10 12:18:48,Slatina,30.252.159.213,phone,online,1,0
241,177,950.32,2024-09-24 16:03:32,Los Angeles,237.231.229.4,laptop,online,2,0
674,61,2557.62,2025-01-05 20:16:12,Craiova,154.175.23.64,computer,in-person,2,1
954,135,239.06,2024-09-03 21:27:36,Miami,225.212.237.110,computer,in-person,0,0
62,6,1040.11,2024-11-02 17:24:46,Tokyo,121.152.232.93,phone,in-person,1,0
306,62,729.55,2024-10-26 04:57:15,Sydney,211.217.121.198,computer,online,3,0
588,145,309.35,2025-05-22 01:10:04,Berlin,235.25.113.104,laptop,online,0,0
360,210,1875.2,2024-08-29 16:51:30,Paris,214.103.193.54,computer,in-person,2,0
545,239,2140.4,2024-12-11 19:52:03,Sydney,210.120.232.4,phone,online,1,0
429,221,162.9,2024-07-19 18:53:53,Cluj,116.207.1.61,phone,online,3,0
999,218,1317.06,2024-08-08 09:45:26,Constanta,55.104.60.189,phone,in-person,1,0
512,135,2492.26,2025-02-21 09:26:15,Miami,19.20.170.61,laptop,online,2,0
8,102,1051.34,2024-07-29 01:51:05,Chicago,160.131.32.164,phone,online,1,0
202,229,102.85,2025-02-14 15:37:48,Cluj,94.183.134.250,computer,in-person,1,0
852,202,571.54,2024-11-25 08:29:21,Chicago,206.237.105.54,laptop,online,2,0
598,104,2051.14,2024-08-18 20:20:41,Miami,112.107.95.160,laptop,in-person,0,0
771,212,1664.26,2025-01-30 08:13:42,Berlin,30.196.58.22,phone,online,3,0
669,237,1471.84,2024-05-26 06:33:29,Sydney,42.174.182.93,phone,online,2,0
836,44,617.76,2025-03-25 01:51:23,Paris,46.107.78.204,laptop,online,2,0
376,238,2235.86,2024-08-24 06:53:50,Slatina,83.135.161.157,computer,in-person,2,0
65,13,2534.64,2024-11-23 22:11:49,New York,152.122.238.23,laptop,online,1,0
589,113,2413.22,2024-10-20 00:29:39,New York,35.206.117.97,laptop,in-person,3,1
58,73,187.79,2024-07-10 00:44:17,Craiova,96.95.94.172,computer,online,2,0
148,9,934.27,2024-09-13 13:49:06,Miami,218.35.244.126,phone,online,1,0
756,142,738.85,2025-01-12 01:12:39,London,21.76.106.102,computer,in-person,1,0
971,217,492.66,2025-05-22 04:39:18,Cluj,47.38.122.128,computer,in-person,1,0
628,100,2410.7,2024-12-18 22:23:01,New York,33.117.231.247,computer,online,4,1
794,244,1605.61,2025-01-29 03:48:07,Tokyo,96.211.164.1,phone,in-person,1,0
988,19,2749.51,2024-08-26 02:32:31,Sydney,157.133.41.164,computer,online,2,1
425,92,2435.14,2025-04-07 01:36:08,Craiova,75.13.242.129,computer,online,2,1
736,87,190.43,2025-02-24 16:54:52,Cluj,198.105.72.106,laptop,in-person,2,0
965,159,1516.66,2025-04-28 19:19:42,Tokyo,161.129.145.88,phone,in-person,1,0
676,74,1494.27,2024-12-02 03:15:13,Miami,43.98.126.8,phone,online,2,0
828,142,977.06,2025-02-05 19:20:42,Miami,28.29.190.127,laptop,online,2,0
21,115,570.54,2025-04-25 01:11:16,Tokyo,62.75.199.53,computer,online,3,0
775,180,327.54,2025-03-09 03:35:21,London,199.52.62.142,computer,online,3,0
925,156,395.34,2025-03-11 14:47:29,Chicago,1.193.34.61,computer,in-person,4,0
509,161,817.23,2024-06-21 04:55:55,Constanta,96.43.116.61,laptop,in-person,3,0
290,78,663.91,2025-05-19 06:43:07,Craiova,32.123.43.69,laptop,in-person,2,0
693,70,271.03,2025-05-16 14:47:10,Bucharest,156.87.197.191,computer,online,0,0
602,140,2023.54,2025-01-09 15:30:42,Tokyo,241.140.44.252,phone,in-person,3,0
889,216,1324.99,2025-04-17 13:23:31,Craiova,243.112.118.128,laptop,online,2,0
207,97,1204.76,2024-07-28 15:17:03,Paris,121.12.133.209,laptop,online,1,0
368,245,660.7,2024-11-25 17:26:33,Craiova,228.48.241.104,laptop,online,1,0
629,25,156.53,2024-12-25 18:50:55,Slatina,38.2.64.207,phone,in-person,2,0
539,94,652.17,2024-07-29 20:53:51,Cluj,27.234.245.35,laptop,in-person,3,0
140,103,962.59,2025-03-06 05:21:13,Los Angeles,2.25.98.60,laptop,in-person,2,0
135,119,989.4,2024-07-11 15:00:22,Berlin,215.126.167.154,laptop,online,2,0
214,243,2797.77,2024-11-01 06:03:56,Craiova,143.38.68.78,laptop,online,2,1
23,12,1631.56,2024-06-05 07:53:19,Craiova,208.236.1.88,phone,online,1,0
843,65,398.74,2025-04-26 08:50:24,Craiova,45.188.35.44,phone,online,1,0
490,160,1653.92,2024-06-13 14:20:14,Slatina,75.97.83.7,phone,online,2,0
502,204,2387.72,2024-10-04 11:24:02,Miami,19.92.73.63,phone,online,0,1
673,213,2130.23,2024-06-09 09:05:58,Paris,101.128.214.2,phone,in-person,1,0
812,110,69.96,2025-02-06 01:20:23,Tokyo,152.169.218.37,laptop,in-person,1,0
653,208,2198.94,2024-06-03 02:31:00,Craiova,251.6.156.141,computer,online,1,0
503,235,720.59,2025-05-05 11:04:38,Miami,212.236.253.38,computer,online,2,0
740,121,591.46,2024-09-20 04:26:17,New York,192.216.200.27,phone,online,1,1
533,215,1159.66,2025-03-18 03:25:43,New York,16.215.129.193,laptop,in-person,2,0
450,247,1495.43,2024-10-15 21:29:08,Tokyo,214.225.27.17,phone,online,4,0
22,202,1763.68,2025-04-14 10:58:04,Chicago,88.94.155.116,phone,online,3,0
569,195,2487.71,2024-11-12 14:18:52,Sydney,238.77.148.156,phone,online,0,1
846,14,1495.37,2024-09-09 12:59:49,London,47.181.32.210,phone,in-person,2,0
896,235,1074.04,2025-04-15 04:15:30,Los Angeles,37.233.171.87,computer,in-person,1,0
447,19,2799.79,2024-12-24 10:43:24,Constanta,120.91.18.77,phone,online,1,1
527,227,983.64,2025-05-06 17:48:51,Los Angeles,111.20.154.109,laptop,in-person,1,0
725,16,2795.99,2025-05-24 10:23:48,Los Angeles,31.136.183.233,phone,in-person,1,1
821,2,696.19,2025-05-17 21:40:21,Paris,213.85.99.48,computer,in-person,1,0
612,172,1483.74,2024-12-14 22:17:56,Constanta,182.207.73.253,laptop,online,1,0
921,32,2647.43,2024-11-11 01:52:49,Slatina,9.193.53.34,laptop,online,3,0
180,3,578.01,2024-12-09 03:39:27,Miami,3.74.148.198,laptop,online,4,0
192,84,2522.1,2025-04-08 01:27:23,Miami,25.124.83.7,computer,online,0,1
311,178,821.67,2024-08-05 05:54:15,Constanta,105.111.31.34,phone,online,5,0
49,76,2958.99,2025-03-21 17:01:02,Berlin,204.49.71.160,computer,in-person,1,1
825,61,1809.62,2024-07-15 19:56:21,Chicago,108.180.233.176,phone,in-person,4,0
461,74,2280.68,2025-04-23 05:39:58,Chicago,138.177.118.92,phone,in-person,1,1
254,16,2382.98,2025-01-12 07:07:16,Craiova,131.20.99.7,computer,in-person,1,1
111,201,2505.24,2024-09-08 06:41:21,Bucharest,118.80.74.33,laptop,in-person,2,1
364,72,2999.59,2024-07-22 13:07:34,Paris,116.121.51.253,computer,in-person,3,1
824,215,244.13,2025-03-29 21:42:27,Cluj,210.26.145.82,laptop,in-person,1,0
155,237,2603.33,2024-08-01 00:07:15,New York,223.228.119.56,computer,online,4,1
732,13,1066.44,2024-08-23 01:17:04,Craiova,42.112.135.174,laptop,online,2,0
650,14,727.9,2025-01-09 06:02:22,London,82.115.77.223,computer,in-person,1,0
26,82,1958.73,2024-11-28 12:31:30,Berlin,161.181.103.79,laptop,online,1,0
550,86,1284.69,2024-11-28 15:06:12,Los Angeles,75.127.25.159,computer,in-person,1,0
478,249,2335.97,2025-04-22 11:02:21,Los Angeles,154.139.103.137,phone,in-person,1,1
164,136,2154.31,2024-08-12 16:57:27,Constanta,94.4.100.81,laptop,online,2,0
387,225,2585.21,2025-05-16 13:44:07,Craiova,160.7.123.152,laptop,online,4,1
721,193,2653.6,2024-10-10 07:03:02,New York,29.251.210.114,phone,in-person,3,1
814,207,1963.7,2024-11-16 01:15:55,Paris,240.158.167.230,laptop,in-person,2,0
952,36,1368.25,2025-03-25 10:25:22,Chicago,34.8.158.128,laptop,online,0,0
647,28,1361.18,2025-02-05 03:53:06,Los Angeles,90.82.6.89,phone,online,1,0
351,190,875.76,2024-06-17 04:46:20,Los Angeles,122.82.234.151,computer,in-person,4,0
385,68,407.67,2025-02-14 05:01:49,Chicago,35.140.51.1,laptop,in-person,3,0
767,108,167.72,2025-05-19 15:32:52,Bucharest,165.187.220.77,phone,in-person,1,0
158,87,1324.33,2024-10-24 10:45:54,Los Angeles,99.92.160.244,phone,in-person,2,0
67,81,108.55,2025-03-27 09:36:28,Paris,151.159.88.4,phone,online,0,0
454,202,2733.93,2024-07-30 16:40:03,New York,160.39.86.199,phone,in-person,4,1
179,127,2103.21,2024-09-01 15:24:46,Tokyo,153.248.97.34,laptop,in-person,3,0
446,13,387.28,2024-05-31 00:58:18,London,90.161.53.140,computer,in-person,1,0
377,31,2963.56,2025-03-31 11:52:01,Paris,196.82.92.124,laptop,online,2,1
292,166,2782.27,2025-04-01 05:48:10,Los Angeles,52.169.205.242,laptop,online,2,1
987,185,847.53,2025-04-18 04:56:59,Los Angeles,65.54.52.253,laptop,in-person,2,0
945,89,2885.02,2024-08-21 02:22:09,Bucharest,29.236.88.112,laptop,online,4,1
484,38,2453.52,2024-11-29 16:41:57,Craiova,92.62.203.108,computer,in-person,1,1
601,224,1518.29,2025-03-07 07:08:00,Paris,124.244.67.86,computer,online,2,0
178,242,600.61,2024-12-07 10:30:44,Bucharest,100.240.105.211,phone,online,2,0
802,249,2973.37,2024-10-16 21:42:03,Miami,84.186.112.81,phone,in-person,3,0
910,157,1397.46,2025-03-18 03:45:27,Slatina,152.222.217.197,laptop,online,1,0
989,219,651.81,2025-03-31 11:41:32,Paris,4.216.105.77,computer,in-person,1,0
433,139,21.57,2024-11-24 07:58:35,Paris,170.72.205.97,computer,online,3,0
194,171,183.82,2024-08-11 17:03:14,Paris,253.84.199.102,phone,in-person,1,0
448,17,1532.77,2025-02-19 14:59:07,Chicago,251.36.137.195,phone,in-person,4,0
623,180,1249.06,2025-02-19 13:44:18,Bucharest,130.199.109.110,laptop,online,0,0
466,72,1036.06,2024-09-11 12:48:19,Sydney,163.141.116.153,computer,in-person,6,0
336,240,1205.6,2025-03-28 10:31:40,Sydney,245.213.149.235,computer,in-person,4,0
296,6,1481.41,2024-11-18 05:10:44,New York,48.97.209.167,laptop,in-person,3,0
357,172,2831.13,2025-02-10 02:57:36,Bucharest,199.197.39.30,laptop,in-person,4,1
558,112,2605.05,2024-07-12 03:51:35,Los Angeles,178.140.65.203,computer,online,2,1
103,4,1666.13,2024-10-20 02:16:48,Craiova,42.200.167.103,computer,in-person,7,0
874,101,2092.6,2025-05-23 20:05:06,Craiova,36.238.77.29,laptop,online,1,0
386,225,1326.58,2024-07-13 16:25:49,Tokyo,180.70.151.246,phone,online,0,0
811,191,1629.22,2025-03-26 02:38:13,Miami,142.200.44.92,laptop,online,1,0
218,152,1950.55,2024-09-04 03:35:12,Slatina,239.244.112.132,laptop,in-person,3,0
90,82,334.78,2024-12-22 12:43:35,London,218.226.228.121,computer,online,0,0
409,117,2670.1,2024-10-17 15:41:55,Bucharest,236.6.233.190,laptop,in-person,2,1
331,121,1057.73,2025-02-14 06:21:35,Chicago,240.192.129.189,computer,in-person,3,0
98,155,1698.11,2024-11-11 15:12:51,London,191.238.235.205,computer,online,1,0
276,79,1928.21,2025-03-05 18:02:59,Tokyo,222.253.97.5,laptop,in-person,0,0
400,6,551.08,2024-09-12 14:19:50,London,120.15.100.250,laptop,online,1,0
332,45,2282.91,2025-05-10 13:55:51,Berlin,22.85.28.120,computer,online,2,1
176,173,2706.97,2024-11-12 02:33:11,Berlin,226.63.187.247,laptop,online,2,1
993,106,1394.94,2024-06-25 14:23:24,Cluj,113.132.223.135,phone,in-person,3,0
181,84,1220.59,2024-10-23 12:11:21,Tokyo,60.38.61.29,phone,online,3,0
979,86,2177.89,2024-12-25 21:48:13,Miami,96.254.244.136,phone,in-person,1,0
564,119,1257.52,2025-01-11 06:10:08,Cluj,165.91.111.175,laptop,in-person,1,0
800,86,1261.32,2025-02-22 08:39:32,Constanta,2.236.25.136,computer,online,0,0
743,179,2147.07,2024-08-24 20:32:42,Tokyo,247.212.46.72,phone,online,4,0
571,170,1290.66,2024-07-12 21:44:48,Tokyo,163.113.26.35,laptop,online,3,0
427,249,451.74,2024-11-28 11:11:08,Berlin,166.43.205.254,computer,online,5,0
675,21,1138.77,2024-12-01 23:29:20,Cluj,216.199.196.171,computer,in-person,1,0
53,108,1714.54,2024-08-10 23:51:39,Sydney,7.208.167.34,phone,in-person,3,0
848,175,587.82,2024-10-14 11:46:23,Constanta,23.209.84.212,laptop,in-person,2,0
992,140,2582.43,2025-02-18 16:37:17,Craiova,203.149.118.246,laptop,online,2,1
149,137,1317.89,2024-08-06 17:50:29,Craiova,81.187.73.81,phone,in-person,3,0
984,156,1163.82,2025-01-17 16:30:20,Cluj,128.66.134.80,phone,online,4,0
857,35,1511.82,2025-01-29 12:50:40,Constanta,169.232.236.155,computer,online,1,0
553,174,1401.97,2024-06-24 01:23:30,Sydney,224.208.82.177,laptop,online,2,0
417,38,171.92,2024-10-23 18:21:50,Bucharest,40.232.216.196,phone,in-person,2,0
96,186,1211.07,2025-01-31 06:10:20,Paris,89.228.162.10,phone,online,1,0
981,50,2149.9,2024-11-15 16:09:04,Los Angeles,113.60.183.208,laptop,online,3,0
792,132,1963.1,2024-11-06 22:25:16,Bucharest,192.244.38.26,laptop,online,0,0
898,180,1126.23,2024-12-12 08:56:06,Bucharest,54.10.235.181,computer,in-person,3,0
677,147,297.5,2025-02-18 12:25:37,Los Angeles,252.234.147.24,computer,online,2,0
343,146,2793.99,2025-02-15 21:51:01,Cluj,91.11.183.203,computer,in-person,1,0
300,201,668.03,2024-08-03 03:18:11,London,250.79.1.171,computer,online,2,0
908,23,1319.99,2024-08-24 11:02:51,Berlin,209.204.227.109,computer,in-person,2,0
930,2,1256.76,2024-06-02 00:55:56,Craiova,186.132.156.153,laptop,online,1,0
871,247,1857.58,2024-11-26 17:51:05,Slatina,5.225.128.110,laptop,online,2,0
500,244,364.96,2024-10-25 06:03:14,Berlin,16.248.80.223,computer,in-person,0,0
619,29,721.8,2024-07-25 15:27:39,Cluj,171.10.213.201,computer,in-person,3,0
555,153,2203.08,2024-06-22 02:09:14,Slatina,126.74.51.40,computer,online,2,0
880,241,641.34,2024-10-12 19:28:05,Paris,254.223.175.108,phone,online,4,0
432,129,2867.18,2025-01-16 17:28:45,Slatina,16.45.130.192,computer,online,1,1
616,243,183.77,2025-03-26 06:28:19,Berlin,68.142.151.195,phone,online,4,0
636,187,1843.77,2024-08-24 06:38:49,Paris,203.82.188.99,laptop,online,1,0
754,38,2362.58,2025-03-17 11:30:09,Miami,52.104.96.38,computer,online,3,1
683,193,71.03,2024-07-25 00:00:14,Berlin,192.183.154.146,computer,in-person,2,0
643,75,185.83,2025-03-11 15:41:23,New York,34.61.118.203,laptop,in-person,1,0
488,206,2357.31,2025-01-14 15:09:20,Craiova,1.57.204.71,computer,online,0,1
330,182,2373.81,2025-01-20 12:49:11,Bucharest,151.184.250.178,computer,in-person,1,1
716,130,944.35,2024-06-15 11:20:24,Los Angeles,195.145.39.22,computer,in-person,0,0
86,59,1433.76,2024-11-13 21:27:12,New York,152.17.232.250,computer,online,1,0
121,122,1465.85,2025-05-19 12:59:24,Berlin,182.21.23.193,phone,online,0,0
71,225,457.93,2024-06-06 06:59:47,Chicago,37.61.214.95,phone,in-person,1,0
901,129,2163.16,2025-03-13 06:44:33,New York,198.14.167.161,computer,in-person,1,0
349,97,1350.23,2024-07-14 06:35:51,Miami,25.182.195.233,phone,online,2,0
366,76,2171.07,2025-02-05 22:50:13,Constanta,10.100.1.119,computer,in-person,0,0
435,35,2103.32,2025-03-28 18:49:22,Miami,150.232.72.219,computer,online,2,0
951,113,1920.95,2024-06-19 21:15:10,Craiova,128.241.120.172,computer,online,2,0
325,153,540.02,2025-01-25 18:39:52,Berlin,115.6.78.128,phone,in-person,3,0
970,67,628.45,2025-02-06 16:27:43,Craiova,135.219.6.166,computer,in-person,2,0
464,92,219.7,2025-04-05 13:06:38,Los Angeles,181.194.164.151,computer,online,1,0
798,205,1785.77,2024-11-10 17:39:10,Cluj,192.106.253.78,laptop,online,3,0
886,216,1645.56,2025-05-21 04:42:37,Berlin,116.76.167.212,computer,online,2,0
491,216,578.29,2025-05-02 18:55:37,Sydney,111.41.135.247,laptop,in-person,2,0
404,186,417.07,2025-01-25 18:59:41,Los Angeles,215.253.14.234,computer,online,4,0
284,249,219.35,2024-12-08 23:38:54,Tokyo,23.23.205.200,computer,online,3,0
10,30,1011.46,2024-09-17 12:54:41,New York,218.1.43.44,laptop,online,0,0
75,77,1401.12,2024-12-23 10:03:08,Sydney,169.11.97.157,phone,online,5,0
85,47,2497.72,2025-01-06 07:00:43,Los Angeles,151.57.233.240,laptop,in-person,0,1
41,37,1921.92,2024-11-02 19:45:10,Berlin,91.173.72.44,phone,online,1,0
682,195,1567.22,2024-08-17 13:03:01,Tokyo,8.173.102.22,computer,online,1,0
374,238,956.14,2024-08-13 16:16:17,Constanta,102.109.114.94,computer,in-person,1,0
443,220,2382.59,2025-01-31 06:22:21,Chicago,81.154.108.253,laptop,online,2,1
477,73,914.92,2024-11-01 01:49:25,New York,94.7.101.63,computer,online,3,0
25,139,1080.27,2025-03-20 10:42:43,Sydney,137.49.83.243,phone,online,3,0
356,8,1222.03,2025-03-06 00:17:19,Berlin,214.204.70.62,phone,online,7,0
14,60,258.74,2024-08-14 16:36:55,Sydney,188.39.192.232,computer,online,3,0
19,119,1700.99,2024-11-21 08:58:57,Paris,252.242.80.204,phone,in-person,0,0
917,115,1930.73,2025-03-26 18:21:13,Constanta,135.41.33.110,phone,online,1,0
29,8,913.95,2024-06-24 22:18:53,Chicago,216.56.160.73,laptop,in-person,2,0
373,175,2663.16,2024-09-26 15:33:07,Miami,118.198.173.217,laptop,in-person,2,1
499,84,1983.94,2024-08-01 16:33:41,Berlin,74.75.228.240,phone,in-person,2,0
960,22,1092.17,2024-09-21 23:13:05,Tokyo,250.129.117.237,laptop,online,2,0
256,99,1965.9,2024-07-04 03:33:08,Craiova,220.195.126.2,phone,online,4,0
172,14,907.57,2025-05-04 01:06:04,Bucharest,138.168.203.217,phone,online,2,0
3,30,2622.78,2025-01-18 01:01:41,Constanta,216.233.143.71,laptop,in-person,1,1
969,28,2035.72,2024-10-08 03:15:46,Miami,102.202.85.157,phone,in-person,3,0
888,97,2029.48,2024-07-12 20:32:00,Chicago,127.63.24.85,computer,online,0,0
966,106,589.9,2024-10-07 23:05:09,Bucharest,239.178.213.16,phone,in-person,2,0
396,214,2794.72,2024-10-18 15:36:30,New York,235.48.68.145,phone,online,5,1
104,193,480.94,2024-09-25 14:03:32,Cluj,226.232.81.25,phone,in-person,2,0
234,24,1547.97,2024-11-23 11:46:42,Miami,60.126.35.48,computer,online,1,0
603,184,1841.36,2025-04-05 04:21:11,Sydney,54.209.230.66,phone,in-person,2,0
688,195,340.78,2025-04-23 18:49:29,Los Angeles,75.215.161.113,laptop,online,3,0
785,109,1353.12,2025-02-17 11:49:56,Craiova,191.217.7.133,computer,online,2,1
858,244,1198.69,2024-10-08 01:48:05,Bucharest,188.36.120.48,phone,in-person,2,0
113,63,2314.35,2024-11-13 09:17:22,Berlin,134.249.113.92,phone,in-person,0,1
671,66,68.81,2025-02-12 15:35:00,Cluj,54.32.133.246,laptop,online,1,0
304,226,2204.28,2025-05-11 03:30:51,Tokyo,19.241.209.193,phone,online,1,0
94,219,2965.48,2024-09-04 09:11:26,Chicago,52.177.250.51,laptop,online,2,1
576,50,2379.54,2024-12-10 22:57:01,Berlin,154.158.181.246,laptop,in-person,1,1
195,239,715.87,2025-03-07 05:11:12,Paris,70.78.39.170,laptop,in-person,1,0
479,8,373.47,2024-11-05 01:27:45,Sydney,133.10.20.53,laptop,in-person,2,0
768,111,1559.86,2024-07-04 01:23:32,Slatina,66.136.132.192,phone,online,3,0
230,57,2576.74,2024-12-25 16:44:42,Constanta,192.187.202.93,computer,online,3,1
532,206,2119.95,2025-05-19 04:20:16,Slatina,179.51.193.0,computer,in-person,2,0
153,91,1116.07,2024-06-02 03:29:30,Slatina,229.184.125.250,phone,in-person,0,0
380,230,326.01,2024-12-11 18:32:31,Chicago,62.249.17.76,computer,online,6,0
430,109,525.67,2024-10-07 09:35:40,Sydney,142.111.92.221,computer,in-person,6,0
